,X,userLanguage,District,School.Attleboro,School.Boston,School.Lowell,School.Revere,School.Somerville,School.Winchester,StudentID,Grade,s.emsa.q1,s.emsa.q2,s.emsa.q3,s.tint.q1,s.tint.q2,s.tint.q3,s.tint.q4,s.tint.q5,s.acpr.q1,s.acpr.q2,s.acpr.q3,s.acpr.q4,s.cure.q1,s.cure.q2,s.cure.q3,s.cure.q4,s.sten.q1,s.sten.q2,s.sten.q3,s.sper.q1,s.sper.q2,s.sper.q3,s.sper.q4,s.civp.q1,s.civp.q2,s.civp.q3,s.civp.q4,s.grmi.q1,s.grmi.q2,s.grmi.q3,s.grmi.q4,s.appa.q1,s.appa.q2,s.appa.q3,s.peff.q1,s.peff.q2,s.peff.q3,s.peff.q4,s.peff.q5,s.peff.q6,s.sbel.q1,s.sbel.q2,s.sbel.q3,s.sbel.q4,s.sbel.q5,s.phys.q1,s.phys.q2,s.phys.q3,s.phys.q4,s.vale.q1,s.vale.q2,s.vale.q3,s.vale.q4,s.acst.q1,s.acst.q2,s.acst.q3,s.sust.q1,s.sust.q2,s.grit.q1,s.grit.q2,s.grit.q3,s.grit.q4,s.expa.q1,s.poaf.q1,s.poaf.q2,s.poaf.q3,s.poaf.q4,s.tint.q1,s.tint.q2,s.tint.q3,s.tint.q4,s.tint.q5,s.acpr.q1,s.acpr.q2,s.acpr.q3,s.acpr.q4,s.peff.q1,s.peff.q2,s.peff.q3,s.peff.q4,s.peff.q5,s.peff.q6,Q90,Q90_3_TEXT,Q91_1,Q91_2,Q91_3,Q91_4,Q91_5,Q91_6,Q91_7,Q91_7_TEXT,Q_Language
8377,8379,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504030,5,3,5,4,4,3,4,5,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,5,5,5,2,5,5,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4,4,5,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,EN
8378,8380,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504009,5,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,1,5,4,5,5,4,5,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8379,8381,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504050,5,4,5,4,NA,1,4,3,2,4,4,5,3,4,4,NA,NA,4,3,3,2,2,1,3,2,3,NA,3,3,3,2,4,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,4,5,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8380,8382,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504044,5,4,4,4,5,3,4,3,4,4,5,5,5,5,5,3,4,NA,4,3,4,4,3,4,NA,5,3,3,3,3,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,5,5,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN
8381,8383,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504071,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,3,5,4,5,5,3,4,5,4,5,5,5,5,5,4,3,3,4,4,3,2,3,5,3,3,4,3,5,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8382,8384,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504028,5,5,5,5,3,3,2,2,NA,4,5,5,4,4,3,3,5,3,4,4,2,3,2,3,3,3,NA,4,4,5,3,5,3,4,5,4,4,4,4,4,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8383,8385,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,25040340,5,4,5,5,3,3,4,3,4,4,3,5,5,4,3,4,4,4,4,3,3,3,2,2,3,3,4,3,3,3,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,4,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8384,8386,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504006,5,2,4,3,2,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,NA,NA,NA,5,2,4,3,4,5,1,3,2,2,2,4,3,4,4,2,2,3,2,2,4,1,1,1,3,3,2,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8385,8387,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2404024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,3,4,5,3,3,3,3,5,5,4,5,4,1,2,3,2,2,4,3,3,2,4,2,4,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8386,8388,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504027,5,3,5,4,2,1,2,2,2,4,3,5,3,3,2,4,2,4,4,3,3,5,3,4,5,5,4,3,4,5,4,5,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,5,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,EN
8387,8389,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504058,5,3,5,4,4,2,4,4,4,4,4,4,4,2,3,3,2,3,3,2,3,2,4,3,3,3,5,3,3,2,4,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8388,8390,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504064,5,3,4,4,4,4,3,4,4,5,4,4,5,3,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,2,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8389,8391,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504043,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,3,4,3,NA,NA,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,3,4,5,2,2,2,1,3,3,4,3,3,1,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8390,8392,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504080,5,3,4,3,3,3,4,4,4,4,4,5,4,4,5,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,2,2,4,4,4,4,4,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8391,8393,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504015,5,4,5,5,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,NA,NA,NA,5,4,5,4,3,5,3,3,3,3,3,5,5,4,5,4,3,2,1,4,3,2,5,2,3,4,3,4,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8392,8394,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504048,5,4,5,5,5,3,4,4,4,4,4,4,5,3,2,3,3,3,3,2,3,2,2,2,3,3,2,2,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,3,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8393,8395,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,4,5,3,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,5,4,4,4,3,2,4,3,3,4,3,2,3,3,5,5,2,4,2,3,3,3,4,1,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8394,8396,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504032,5,3,5,5,5,1,4,4,5,5,5,4,5,1,2,2,1,5,5,4,5,4,4,4,3,2,3,3,3,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,EN
8395,8397,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,5,4,3,3,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8396,8398,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504082,5,2,3,3,3,3,4,4,4,3,3,3,4,3,3,5,5,2,3,3,4,5,1,5,5,4,4,3,4,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,4,3,4,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8397,8399,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504051,5,4,4,5,4,2,3,4,NA,4,5,4,5,NA,NA,NA,NA,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,2,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8398,8400,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504003,5,4,5,4,3,2,4,2,3,3,4,5,3,2,NA,4,NA,2,4,2,2,4,3,5,4,4,5,4,2,3,4,5,4,3,2,4,3,4,3,4,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8399,8401,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504075,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,4,2,NA,NA,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,5,3,3,3,3,3,4,5,2,4,5,4,4,4,2,3,2,3,3,3,4,3,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8400,8402,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1070843027,5,1,5,3,3,3,4,4,4,5,5,5,5,2,4,3,3,3,3,2,5,5,1,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,4,4,5,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8401,8403,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1065846025,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,3,4,3,5,4,4,5,4,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,4,3,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8402,8404,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1051748021,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,5,4,3,4,4,5,4,5,4,5,5,5,4,4,4,3,4,5,2,3,2,2,4,4,3,2,4,5,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN
8403,8405,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1029747025,5,5,5,5,5,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,5,NA,NA,NA,4,4,5,3,1,5,5,5,5,5,1,5,3,5,5,1,1,1,1,5,5,5,4,4,3,1,3,1,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8404,8406,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1047747025,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,4,4,5,5,5,5,4,4,4,4,5,5,4,3,2,4,3,2,3,3,5,5,3,4,3,5,1,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8405,8407,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1027748024,5,3,5,5,5,2,3,5,5,5,5,4,5,4,4,5,4,4,4,5,4,4,3,4,2,5,5,4,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,NA,2,5,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8406,8408,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1017748023,5,3,5,4,3,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,NA,NA,NA,4,4,5,4,3,5,5,4,4,4,5,5,4,5,5,4,5,4,4,3,4,3,4,5,3,4,3,4,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8407,8409,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1087748021,5,4,5,5,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,NA,5,4,4,5,4,5,5,4,5,4,4,5,5,5,5,5,3,4,5,4,4,2,3,4,3,4,4,3,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8408,8410,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1059832833,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,4,4,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,5,5,4,3,4,3,3,5,4,3,5,4,4,4,4,4,3,2,1,4,5,3,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8409,8411,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1079232221,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4,4,NA,NA,NA,NA,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,3,3,4,4,4,4,3,5,5,4,5,2,4,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8410,8412,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1031942125,5,3,3,5,NA,NA,NA,5,NA,5,5,4,5,NA,NA,NA,NA,3,4,4,1,1,1,1,NA,NA,NA,NA,5,4,3,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,3,5,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,EN
8411,8413,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1028748025,5,5,5,5,5,4,5,5,5,5,5,5,5,3,4,5,3,3,4,3,3,3,3,4,3,3,3,NA,5,5,5,5,3,2,4,5,5,5,5,4,5,5,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8412,8414,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,11372,5,3,5,3,4,4,4,4,4,5,5,5,5,4,4,2,3,3,3,1,3,3,1,3,3,1,4,1,3,5,4,5,2,2,5,5,4,5,3,4,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,EN
8413,8415,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1062190620,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,3,4,5,3,3,3,3,4,5,5,5,5,5,4,4,5,2,2,1,3,3,5,5,5,5,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Italian and Chinese,EN
8414,8416,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1079731225,5,4,5,5,4,3,4,5,5,5,5,4,5,4,4,5,5,4,4,4,4,2,3,3,2,3,4,2,3,4,5,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,5,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8415,8417,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,5796998337,5,3,5,5,5,4,4,4,4,5,4,3,4,4,2,3,4,3,4,3,2,4,4,3,3,5,3,3,4,3,3,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,4,4,3,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8416,8418,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1095645025,5,4,4,5,4,3,4,5,4,5,5,5,5,3,4,5,5,4,4,2,3,5,2,5,3,4,4,4,3,4,4,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8417,8419,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1053748023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,3,4,3,NA,NA,NA,NA,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,3,4,4,4,3,3,3,4,5,4,3,5,3,4,4,3,1,2,3,5,3,3,2,5,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,white and egyptian,EN
8418,8420,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1083190623,5,3,5,4,4,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,5,4,5,4,4,5,4,3,4,4,4,5,5,3,4,4,2,3,4,4,4,3,2,2,3,5,3,5,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,white and moroccan,EN
8420,8422,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,1007747021,5,4,5,5,5,3,4,4,4,5,4,3,4,3,3,5,4,3,2,2,4,4,2,4,3,4,5,2,4,5,4,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8423,8425,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504004,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,4,5,3,5,5,1,1,2,1,2,5,4,3,4,5,5,3,4,2,1,1,1,2,4,4,2,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,EN
8424,8426,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,4,4,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,4,4,3,2,2,2,2,5,5,4,5,5,4,5,4,5,4,3,4,2,3,4,3,3,3,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,EN
8425,8427,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,10063,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,4,NA,NA,NA,NA,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,5,5,4,4,4,3,3,4,4,3,4,4,4,4,2,2,2,2,5,4,5,5,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,EN
8426,8428,EN,Winchester,NA,NA,NA,NA,NA,Ambrose Elementary School,2504024,5,3,4,4,1,3,3,1,3,4,2,5,2,3,3,2,2,1,1,1,4,5,5,3,2,3,4,4,5,5,2,5,1,2,3,5,3,4,1,4,5,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,Italian,EN
