RecordedDate,ResponseId,UserLanguage,District,school,dist & school concat,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q1,t-qupd-q2,t-qupd-q3,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
2019-12-16T7:8:0,R_2PtGiTIwXxl0lbM,EN,4,3,43,02480057,5,4,5,3,3,3,2,2,4,4,4,4,2,2,2,1,3,2,2,3,3,4,1,2,1,3,3,3,3,2,3,2,2,2,1,2,3,1,1,1,3,1,3,3,4,4,4,3,3,4,4,4,3,2,1,1,1,2,1,2,2,2,2,4,4,4,1,3,1,3
2019-12-19T5:39:0,R_3OjC8gcpeKM3VBb,EN,4,3,43,02480057,5,5,5,4,4,5,3,3,4,4,4,4,3,2,3,3,4,3,3,4,5,4,2,2,2,3,3,4,3,3,3,3,3,3,3,3,4,4,2,3,4,3,5,5,4,4,4,4,3,3,3,4,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,5,3,5
2019-12-19T8:47:0,R_1Kmap4bPlSosDkz,EN,4,3,43,02480057,5,5,5,2,2,3,2,2,5,5,4,3,2,1,1,1,3,2,2,1,3,3,1,1,1,2,3,2,4,2,3,3,3,3,2,1,3,1,3,1,2,1,3,3,4,5,4,4,2,2,4,2,5,2,2,1,1,1,1,1,3,4,3,2,2,2,3,3,3,4
2019-12-16T12:26:0,R_1mg79MOobUSvVs8,EN,4,3,43,02480057,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,4,4,3,4,3,3,2,3,2,2,2,3,2,4,4,5,4,3,2,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,2,2,3,2,3,3,3,3,3,3,2,2,4,4,5
2019-12-16T7:34:0,R_CfVEjcXDQrhjl61,EN,4,3,43,02480057,5,4,4,4,2,5,3,2,4,4,3,3,2,3,2,2,2,3,4,3,4,3,1,2,1,3,4,4,3,3,4,3,2,3,2,2,4,3,3,2,3,3,4,4,3,3,4,3,2,2,2,2,5,3,3,2,2,2,2,2,2,3,3,3,3,3,3,1,3,1
2019-12-16T11:50:0,R_27415pUq2gnHIz9,EN,4,3,43,02480057,5,5,5,3,4,5,3,3,4,5,5,4,2,2,3,2,5,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,3,2,4,4,2,3,5,2,3,3,5,5,5,4,4,4,5,5,5,2,2,2,5,4,3,3,3,3,4,3,4,3,4,5,3,4
2019-12-17T13:14:0,R_3khxjRpBXFvtle4,EN,4,3,43,02480057,5,5,5,4,4,5,3,4,5,5,5,5,3,4,4,4,5,5,4,5,5,3,5,5,5,3,3,3,2,3,3,2,4,3,4,2,3,3,4,3,4,4,4,3,4,5,3,5,5,5,5,5,5,3,3,2,5,5,4,5,3,3,3,3,3,3,3,3,3,3
2019-12-16T11:44:0,R_3MrnAOBJXpfHXdi,EN,4,3,43,02480057,4,4,4,4,4,4,3,2,3,3,5,3,4,4,3,3,4,3,4,4,2,3,3,3,2,3,3,4,4,4,4,3,3,2,3,3,3,2,2,2,4,2,3,3,4,3,4,3,2,2,3,3,5,1,2,1,3,3,2,2,3,3,3,3,3,3,2,4,4,4
2019-12-16T12:50:0,R_Aswe64qgoL02Xmh,EN,4,3,43,02480057,5,5,5,2,4,5,4,4,5,5,5,5,3,4,2,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,5,5,2,3,5,4,5,5,4,4,3,4,4,4,4,4,4,2,2,1,4,4,3,4,4,4,4,3,3,4,3,5,3,5
2019-12-16T9:16:0,R_3JbcRZRZmU1vFt9,EN,4,3,43,02480057,3,4,3,2,2,5,3,2,4,4,4,3,2,3,5,4,4,4,3,2,2,4,2,2,2,2,2,2,3,3,3,3,3,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,2,4,3,3,3,4,3,1,4,4,3,3,5,3,5
2019-12-16T9:54:0,R_3NWotKXHTSqgjlZ,EN,4,3,43,02480057,5,5,5,4,4,5,3,2,5,5,4,5,4,3,2,4,5,2,4,2,4,5,2,2,2,4,3,4,3,3,3,3,3,4,4,2,5,4,3,3,3,1,4,4,4,5,5,4,3,3,3,4,5,2,2,2,2,2,1,2,4,4,4,3,4,3,3,5,3,5
2019-12-17T6:10:0,R_3rOKLDYnq9i01dK,EN,4,3,43,02480057,3,3,3,4,3,5,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,5,2,2,3,5,4,3,4,3,3,3,2,3,3,3,4,4,5
2019-12-17T6:10:0,R_1Qroyk4iFzbHpx8,EN,4,3,43,02480057,5,5,5,4,4,5,4,2,4,4,5,5,3,3,3,3,5,4,4,4,2,4,5,4,4,2,3,3,3,3,3,2,3,3,3,2,4,2,2,1,4,2,4,4,4,3,3,4,4,4,4,4,5,3,3,1,4,3,2,3,3,2,2,3,3,3,4,5,4,5
2019-12-20T7:25:0,R_3qjp7O3V7hgiWy7,EN,4,3,43,02480057,5,5,4,4,4,5,4,2,4,4,4,4,2,3,2,2,4,3,4,3,4,4,3,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,5,4,4,4,3,4,4,5,3,3,3,4,4,3,3,4,3,3,3,5,4,3,4,3,4
2019-12-16T7:22:0,R_2xFTPgfIkxhwNgm,EN,4,3,43,02480057,3,5,3,3,3,5,2,4,4,4,4,4,2,2,2,2,3,2,2,3,4,3,2,2,1,3,3,3,3,3,3,3,3,2,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,5,3,2,2,3,3,2,2,2,2,2,2,3,2,4,5,3,5
2019-12-16T8:33:0,R_2R9r9IWC4HhSuSe,EN,4,3,43,02480057,5,4,4,2,3,3,4,2,4,3,3,4,2,2,1,1,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,1,3,3,3,2,3,2,3,3,3,4,4,4,5,5,3,5,4,3,1,2,4,3,4,3,4,3,3,3,4,3,3,4,3,4
2019-12-17T6:12:0,R_DMMpIwpJJjiCUlr,EN,4,3,43,02480057,5,5,5,4,3,5,4,4,4,4,4,4,4,4,4,4,5,2,4,5,5,5,4,4,4,3,3,3,3,4,4,1,4,4,3,4,4,3,1,1,3,3,4,4,4,4,3,4,2,2,5,4,5,2,2,1,4,4,2,2,2,3,2,2,3,3,3,5,3,5
2019-12-17T10:58:0,R_w0l82iqucftmOCB,EN,4,3,43,02480057,5,4,5,5,5,5,4,3,5,4,5,4,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,4,3,4,4,5,4,4,4,4,5,5,5,4,4,3,3,4,4,4,4,3,5,3,3,4,3,3,2,5,5,3,3
2019-12-19T8:44:0,R_3DkzFZhgZoqXAaP,EN,4,3,43,02480057,4,4,4,2,2,5,2,3,4,3,3,2,3,1,2,1,1,1,2,3,3,4,1,1,1,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,3,3,5,4,3,1,2,2,2,2,3,4,4,3,2,3,2,2,2,2,1,2,2,1,1,1,2,3,2,3
2019-12-17T7:30:0,R_ZaSipqbtZzAfk3L,EN,4,3,43,02480057,4,5,4,3,3,2,3,2,4,4,3,4,2,3,2,2,4,1,3,3,2,4,3,2,1,4,3,4,4,3,4,3,3,4,3,2,4,3,4,2,3,2,3,3,3,4,4,3,2,2,4,4,5,3,2,2,3,3,2,3,4,3,3,3,3,3,3,4,3,4
2019-12-16T9:52:0,R_26mAaOgHoQksatJ,EN,4,3,43,02480057,5,4,5,2,2,4,1,1,4,4,3,4,2,2,4,1,4,2,2,1,2,2,1,1,1,3,3,3,3,3,3,2,2,2,4,2,3,3,2,2,2,1,3,3,4,4,3,4,3,2,3,4,5,2,2,1,1,1,1,2,3,2,2,2,3,3,5,5,3,5
2019-12-16T20:46:0,R_3shveyJc96NVeP7,EN,4,3,43,02480057,4,5,4,4,4,5,3,3,4,4,4,4,3,2,4,3,4,3,5,3,4,4,4,3,2,4,4,3,4,4,4,4,3,4,4,3,4,3,2,2,5,3,4,5,4,5,4,4,3,3,3,4,5,3,2,2,3,4,3,3,4,3,3,4,3,4,3,5,3,5
2019-12-16T12:9:0,R_UsRjQVKVjzKthdv,EN,4,3,43,02480057,4,4,4,4,2,5,3,1,5,4,5,3,3,3,4,2,4,1,3,4,4,3,4,4,4,3,3,4,3,4,4,3,4,3,3,3,4,4,3,2,3,3,4,4,4,2,5,4,5,5,5,5,4,2,2,3,4,4,3,3,2,2,2,2,2,4,3,4,2,4
2019-12-17T7:48:0,R_3R3n3RvWBNnYipg,EN,4,3,43,02480057,3,3,5,2,2,5,1,3,5,5,3,4,1,1,1,1,5,3,3,3,5,3,4,3,1,3,3,4,5,5,5,4,3,3,1,1,4,3,1,1,4,1,4,3,5,3,3,4,3,3,3,3,5,1,1,1,2,2,1,1,5,2,3,3,3,4,1,1,1,1
2019-12-16T10:41:0,R_3EAwEvoal7oJs5O,EN,4,3,43,02480057,5,5,4,4,4,5,3,1,4,4,4,4,2,2,1,1,4,2,4,2,3,3,3,3,2,3,3,4,4,4,3,3,4,4,3,3,3,3,2,1,4,3,4,3,4,4,4,4,5,4,4,5,4,2,2,1,2,2,2,2,4,4,3,4,3,3,3,4,3,5
2019-12-17T7:26:0,R_3JvZSflX45ueOhG,EN,4,3,43,02480057,5,5,5,5,4,4,3,3,5,5,4,5,3,3,3,3,5,3,3,5,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,2,3,3,2,1,4,3,5,4,4,4,4,4,3,3,3,4,3,2,2,1,2,2,1,2,2,3,3,3,3,3,3,5,3,5
2019-12-20T5:8:0,R_2upwMBxFsUijmWS,EN,4,3,43,02480057,5,5,5,4,4,4,4,2,5,5,3,4,3,3,2,5,5,5,4,5,5,5,4,4,4,1,1,2,4,3,3,2,4,3,4,3,3,4,3,3,4,3,5,5,5,5,4,4,4,4,4,5,3,1,1,1,3,4,1,2,3,2,3,3,3,3,3,4,3,5
2019-12-19T8:47:0,R_UcOaTDqRSZ98TV7,EN,4,3,43,02480057,5,4,4,2,2,4,2,2,4,4,4,3,2,2,4,1,4,3,2,3,2,4,2,2,2,3,3,3,2,2,3,2,2,1,1,3,3,2,3,1,2,3,4,3,3,4,3,4,4,3,4,4,3,2,3,3,3,2,,2,2,2,2,1,2,3,3,3,3,3
2019-12-27T6:32:0,R_OOukj7q2JItB9fP,EN,4,2,42,02480056,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,,,,,,,,,,,,,,
2019-12-17T12:25:0,R_21sPOPUQqL51Vm2,EN,4,2,42,02480056,5,4,5,3,2,5,1,1,,,,,,,,,4,,3,,,,3,4,3,NA,NA,,4,4,4,3,,,,3,3,3,2,2,,,,,,,,,3,3,4,4,5,2,2,2,4,4,4,5,,,,,3,4,2,2,2,3
2019-12-24T10:15:0,R_bae4m44YawjzIl3,EN,4,2,42,02480056,,,,2,3,5,4,2,4,4,4,4,1,2,2,2,5,3,4,2,2,4,3,2,1,NA,NA,,,,,,1,3,2,2,2,3,2,2,5,1,4,4,5,3,2,1,,,,,5,1,1,5,1,1,1,1,4,2,2,,,,2,3,2,3
2020-02-11T8:15:0,R_1jDqI46RQQqjM4N,EN,4,2,42,02480056,4,3,3,4,5,3,4,3,3,3,4,3,4,4,4,4,,,,4,3,3,,,,5,5,5,5,5,5,4,4,4,4,,,,,,3,3,2,3,4,4,3,3,3,3,4,4,2,2,4,3,4,4,4,4,4,4,3,3,4,4,3,3,,
2020-02-13T7:32:0,R_xmxsvUxW8t7byqB,EN,4,2,42,02480056,3,3,2,4,2,1,2,1,2,3,4,2,2,2,4,3,3,4,1,1,5,2,2,2,2,5,5,5,3,4,5,2,3,3,4,1,1,2,4,3,3,4,4,2,1,3,2,1,1,3,3,5,2,4,3,2,3,3,3,3,2,4,1,3,4,2,1,2,3,2
2019-12-13T8:44:0,R_1jev0casAxsSjti,EN,4,2,42,02480056,5,4,4,4,4,5,3,2,4,4,3,4,1,1,2,1,2,2,4,1,1,2,2,2,1,3,3,4,3,3,3,3,2,2,1,3,2,1,2,1,3,1,1,4,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,2,2,4,1,1,1,2
2019-12-19T7:41:0,R_3jdormEKsY94BXD,EN,4,2,42,02480056,4,5,4,4,4,5,3,1,4,4,3,4,2,1,2,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,2,1,3,3,3,3,3,3,4,3,3,3,4,5,5,5,4,2,2,2,4,4,3,4,4,2,1,2,3,3,4,4,3,3
2019-12-18T17:47:0,R_3JmVMdB1PoTnqYt,EN,4,2,42,02480056,,,,,,,,,,,,,,,,,4,3,5,,,,,,,NA,NA,,3,4,4,3,3,3,3,,,,,,4,,3,4,,,,,,,,,3,2,1,3,,,,,,,,,,,,,,
2019-12-18T6:35:0,R_1Ntr6kFTbbI46Sn,EN,4,2,42,02480056,4,4,5,4,4,5,4,2,4,4,4,4,1,2,3,3,5,3,2,1,2,2,4,4,2,3,3,4,3,3,3,3,5,5,4,1,3,3,4,1,2,1,2,1,5,4,4,3,4,4,5,5,5,2,2,1,2,3,3,4,4,2,2,3,3,3,2,2,1,1
2019-12-10T8:50:0,R_1JXtEm5zM8WpWdD,EN,4,2,42,02480056,4,4,4,3,3,3,2,2,4,4,4,4,3,2,4,3,2,2,1,2,2,3,2,1,1,3,3,3,4,4,3,3,2,2,2,1,2,3,2,2,2,1,3,1,4,3,2,1,3,3,4,5,5,1,2,1,1,2,1,3,4,2,2,4,3,4,1,2,3,3
2019-12-10T10:42:0,R_3dLL3xl3WuvvM8p,EN,4,2,42,02480056,4,4,4,5,3,2,4,2,3,3,3,3,2,2,2,2,3,2,3,2,1,2,3,3,2,4,4,4,3,4,4,4,3,3,1,3,3,3,2,2,4,3,3,3,3,3,2,3,3,3,3,3,2,2,2,1,4,4,3,4,4,2,2,3,3,3,1,1,3,4
2020-02-12T8:19:0,R_PFplx4qs6EYr9AJ,EN,4,2,42,02480056,1,2,1,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,1,1,3,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2019-12-18T8:51:0,R_2bUXwKQGyHSYOCv,EN,4,2,42,02480056,4,4,4,4,3,3,3,2,3,1,3,4,3,3,4,3,4,2,3,2,2,2,2,2,2,3,4,3,4,4,4,3,3,1,1,1,1,1,2,1,2,1,3,3,4,3,3,2,3,2,3,3,5,3,2,2,1,3,3,2,3,2,2,1,3,3,1,2,2,3
2019-12-11T10:57:0,R_2uX1rwcwM3e5UbM,EN,4,2,42,02480056,4,3,4,5,4,5,3,3,4,4,4,4,2,2,2,2,5,2,4,2,1,2,1,2,2,2,2,2,3,3,3,3,2,4,1,3,3,2,3,2,1,1,1,1,4,3,3,2,4,4,4,4,5,2,2,3,3,3,2,2,3,4,2,3,3,3,1,1,1,1
2019-12-12T12:23:0,R_1JCwissvwR8uyMe,EN,4,2,42,02480056,4,4,4,3,3,5,2,3,4,4,4,4,2,2,2,1,3,2,3,2,2,2,2,2,2,3,3,3,4,4,4,3,3,4,2,2,2,2,2,2,4,2,4,2,4,3,3,4,3,3,4,4,5,3,3,1,2,3,2,2,3,2,2,4,3,3,3,3,3,4
2019-12-17T10:20:0,R_1itvJ8ClY0CVezq,EN,4,2,42,02480056,4,4,4,4,4,5,4,3,4,4,4,4,2,2,4,3,4,3,4,2,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,3,2,2,3,2,4,3,4,4,3,3,3,3,4,4,3,4,5,3,2,5,4,3,2,3,4,3,3,4,4,3,2,2,2,2
2019-12-11T10:57:0,R_23WdHq4IluV9zP9,EN,4,2,42,02480056,5,4,5,3,3,3,2,1,4,4,4,3,1,1,4,1,4,1,3,2,2,1,2,2,2,3,4,4,3,4,4,4,4,4,2,2,4,3,3,2,2,2,2,2,4,3,3,1,4,3,3,4,3,2,1,1,3,2,1,2,3,2,3,1,1,4,1,2,1,2
2020-02-04T8:9:0,R_AHyl7h7uhcFgXfj,EN,4,2,42,02480056,3,5,4,5,4,5,5,5,5,4,4,5,5,4,4,5,4,1,5,4,5,5,5,4,4,1,1,4,5,5,4,5,4,1,3,3,4,5,4,5,,4,5,4,5,4,4,3,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,3,3,5,5
2019-12-13T7:47:0,R_2dyei26XiOrGGfI,EN,4,2,42,02480056,4,4,4,4,4,5,3,2,4,4,4,4,2,3,4,3,4,2,4,2,3,3,3,2,3,3,3,3,4,4,4,3,2,1,3,3,4,3,3,2,3,1,3,3,4,3,3,2,4,4,4,5,5,2,2,1,2,1,1,3,4,2,2,1,2,3,3,3,3,3
2019-12-18T8:17:0,R_1BOUwKJsLwBPkEq,EN,4,2,42,02480056,3,3,4,4,3,3,3,3,4,5,4,3,2,2,1,2,3,2,3,3,3,3,3,3,3,4,5,4,4,4,4,4,2,4,3,1,2,2,2,3,3,3,2,3,3,3,4,3,2,3,3,3,4,2,3,2,1,2,2,3,4,3,3,2,2,2,1,1,3,3
2019-12-13T9:0:0,R_USJqJV9ZcV0VjLr,EN,4,2,42,02480056,5,5,5,3,3,5,5,2,5,5,5,5,3,3,3,4,5,5,4,2,2,2,4,4,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,5,4,4,4,4,5,2,2,2,4,4,4,4,5,5,4,4,4,4,3,3,3,3
2019-12-11T10:21:0,R_YQenGtSVg6K5ECl,EN,4,2,42,02480056,5,4,5,4,4,5,4,1,4,4,4,4,2,2,2,2,5,3,4,2,2,2,4,3,4,4,4,4,4,4,4,4,2,4,2,1,3,2,3,2,3,1,2,2,5,2,4,2,3,3,4,4,5,2,2,2,3,3,2,3,4,3,3,3,4,4,1,2,1,3
2019-12-18T8:17:0,R_DdWiyHttZ3uxDr3,EN,4,2,42,02480056,5,5,5,5,4,5,5,2,5,5,5,5,4,2,3,4,5,5,5,4,4,4,5,4,3,4,4,3,4,4,4,4,2,5,3,2,2,2,3,1,4,3,5,4,4,4,5,4,2,3,4,4,5,2,2,1,5,5,3,5,4,2,2,2,4,4,1,1,2,2
2019-12-17T10:13:0,R_3JfXHPflrPER4iZ,EN,4,2,42,02480056,4,4,4,4,3,5,2,1,4,4,4,4,1,3,4,3,4,3,3,4,4,3,4,3,2,4,3,4,4,4,4,4,3,3,2,2,2,2,3,2,2,1,3,3,5,4,4,3,3,3,4,5,3,2,2,1,2,3,2,3,4,3,3,3,3,3,1,1,2,2
2019-12-18T8:22:0,R_1dGF3hhUBjcIvbz,EN,4,2,42,02480056,4,4,4,4,3,5,4,2,3,3,3,3,2,2,3,3,4,2,3,3,2,4,3,3,3,4,4,4,3,3,4,2,2,3,2,3,3,2,2,2,3,2,4,3,3,3,3,2,3,4,3,4,4,1,1,1,2,3,2,3,3,2,2,2,3,3,2,2,2,2
2020-01-02T6:52:0,R_2t6eOvxy4cvOGfC,EN,4,2,42,02480056,4,5,5,3,3,5,3,2,4,4,4,4,3,2,3,3,4,2,3,2,4,3,3,3,2,4,4,4,4,4,4,4,2,4,2,2,3,2,3,3,3,2,3,2,4,2,3,2,2,3,4,4,4,2,2,4,3,3,2,3,3,2,2,2,4,4,2,3,1,2
2019-12-16T7:37:0,R_1QAsggwEaZpvYh3,EN,4,2,42,02480056,4,4,4,4,2,5,3,1,4,4,4,3,2,3,2,3,4,3,4,5,3,4,3,3,3,4,4,4,3,4,4,3,3,3,2,2,3,2,4,1,3,1,3,3,4,4,4,4,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,3,3,3
2019-12-16T7:38:0,R_1l9PC6jA5zmFpiI,EN,4,2,42,02480056,4,5,5,4,3,4,3,2,4,5,4,5,3,2,3,3,3,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,1,1,1,4,1,3,1,2,1,5,3,4,4,2,2,4,4,5,1,1,2,2,3,2,3,3,2,3,2,3,4,2,3,2,3
2019-12-18T6:28:0,R_24x7pxjR4lGSkRf,EN,4,2,42,02480056,4,4,5,2,2,4,2,1,4,4,4,4,1,4,1,1,4,2,4,2,2,3,1,1,1,3,3,3,4,4,3,3,3,3,2,3,2,2,2,2,3,1,2,2,3,2,3,2,3,3,5,5,5,3,3,2,3,3,2,2,4,3,2,3,3,3,1,1,2,2
2019-12-18T8:17:0,R_1lz4wm9Y1CJLVHO,EN,4,2,42,02480056,5,4,5,2,3,5,3,2,2,5,5,3,4,3,4,2,4,3,4,2,2,2,3,,3,3,3,4,4,4,4,3,2,5,3,1,1,2,3,1,2,1,3,1,4,3,3,4,3,4,4,4,5,2,2,2,3,2,2,2,4,3,3,1,4,4,1,1,2,2
2019-12-18T7:5:0,R_9Rm0EzBQXbB7YRz,EN,4,2,42,02480056,4,4,4,2,2,4,4,1,4,4,5,4,2,4,2,2,4,4,2,3,3,3,2,2,2,3,3,4,3,3,4,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,4,5,5,5,5,3,3,4,3,3,2,3,4,3,4,3,3,3,1,1,3,3
2019-12-13T12:40:0,R_2v2kvGPjqvIKhMt,EN,4,2,42,02480056,5,5,5,4,3,4,3,4,5,5,5,5,1,2,1,1,4,2,3,1,1,1,2,1,1,4,4,4,4,3,4,4,3,3,1,2,3,1,2,2,2,1,2,2,2,2,2,1,4,4,4,4,5,2,2,1,1,2,1,2,4,3,2,3,3,4,1,1,1,1
2019-12-18T6:52:0,R_1gBc5x7RzX7DJGS,EN,4,2,42,02480056,4,5,5,3,4,4,3,1,5,5,5,5,3,4,2,3,3,2,3,3,3,4,3,3,4,3,4,4,3,3,4,3,4,4,4,3,4,4,3,3,3,2,3,3,5,4,4,4,4,4,4,4,5,2,2,1,3,3,3,3,4,3,3,3,3,3,1,1,3,3
2019-12-16T7:34:0,R_zcIMQTVlgTcm2nn,EN,4,2,42,02480056,5,5,5,2,2,4,2,1,5,5,5,5,1,3,4,2,4,4,5,1,1,1,1,1,1,4,4,5,4,4,4,4,3,4,3,1,2,1,3,1,1,4,2,1,4,4,5,4,3,3,4,4,5,1,1,1,1,1,1,1,4,3,3,1,3,2,2,2,2,2
2019-12-11T12:3:0,R_ehOIXTucbfWxgnn,EN,4,2,42,02480056,5,4,5,3,3,5,4,3,5,5,5,4,3,3,4,4,5,3,5,4,4,4,3,5,4,5,5,5,5,5,5,4,5,5,3,3,3,4,4,1,3,3,5,3,4,5,5,4,3,4,5,4,5,2,2,2,5,4,4,4,5,4,3,4,4,5,3,3,2,3
2019-12-20T7:42:0,R_2TYTOZr9faSUpGw,EN,4,2,42,02480056,5,5,4,4,4,5,2,1,5,4,4,4,2,2,2,1,4,5,3,4,2,2,4,4,4,3,3,3,4,4,4,3,3,5,3,2,4,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,5,1,2,2,4,5,2,4,4,3,3,4,5,5,3,3,1,2
2019-12-16T7:35:0,R_3PdbrU3DZu6yULN,EN,4,2,42,02480056,5,4,4,4,4,5,4,2,4,4,4,4,2,3,3,3,4,3,4,3,3,2,4,3,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,2,4,2,4,3,5,3,4,3,3,4,5,3,5,1,2,2,2,4,2,3,4,2,2,2,2,2,2,2,3,3
2019-12-11T12:5:0,R_3PRYSs4r3a5oFan,EN,4,2,42,02480056,4,3,5,2,4,3,4,3,5,5,5,5,3,2,3,3,3,2,4,5,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,2,3,2,3,2,4,2,3,4,3,2,3,4,3,3,4,5,5,2,3,2,3,4,3,3,4,2,2,3,4,4,3,4,3,3
2019-12-19T8:51:0,R_3s16dOPjM4yrHKD,EN,4,2,42,02480056,3,3,3,2,2,4,1,2,4,4,4,4,2,2,2,1,3,1,2,2,2,3,2,1,2,4,4,4,4,3,3,3,2,2,2,1,2,2,1,1,3,2,3,4,3,2,2,2,4,3,4,4,3,1,1,1,3,4,3,3,3,2,2,3,3,2,2,2,2,2
2019-12-16T7:40:0,R_3k01BjbtRG4dHqo,EN,4,2,42,02480056,5,4,5,3,3,4,4,2,4,4,4,4,3,3,3,3,3,4,3,2,2,3,4,3,4,4,3,4,4,5,4,3,3,3,3,2,2,2,3,1,2,2,1,1,5,5,4,5,3,3,3,4,5,1,1,1,2,2,2,2,4,3,3,3,3,4,2,2,2,2
2019-12-17T10:20:0,R_1DwfHr7jnDaJi04,EN,4,2,42,02480056,5,5,5,4,3,2,2,2,5,4,5,5,1,2,3,2,4,2,3,2,2,2,1,3,2,3,3,4,4,4,4,4,1,1,1,2,2,2,2,1,3,1,4,3,3,3,4,1,2,2,4,5,5,1,2,2,2,1,1,2,4,2,2,3,3,2,2,3,2,3
2019-12-16T7:39:0,R_25HIpvuf85mDZht,EN,4,2,42,02480056,4,4,4,4,2,5,3,2,4,4,4,4,3,3,4,3,5,2,2,3,3,2,4,4,4,5,5,4,4,4,4,4,3,2,2,4,2,2,3,1,2,2,2,2,4,4,4,3,4,3,3,3,5,2,2,2,3,3,1,2,3,3,3,3,3,2,3,3,2,1
2019-12-17T6:20:0,R_28Zpd0KQO2LoDiW,EN,4,2,42,02480056,4,4,5,2,2,3,3,4,4,4,4,3,2,4,3,2,4,2,2,4,3,4,2,2,2,4,4,3,4,3,4,3,1,2,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,4,3,5,3,2,2,3,2,1,1,3,3,3,2,3,4,3,3,3,3
2019-12-13T9:6:0,R_u24VboeFSVs1CtH,EN,4,2,42,02480056,5,5,5,2,2,5,3,3,5,5,5,5,4,3,3,3,5,5,3,4,5,2,3,4,3,3,4,4,4,4,4,4,3,4,3,2,2,3,3,1,3,3,3,3,4,4,5,3,5,5,5,5,5,2,3,3,4,3,3,3,5,3,3,3,4,2,1,1,2,2
2019-12-17T10:20:0,R_28HedMhVhahAtKC,EN,4,2,42,02480056,5,5,4,3,2,5,1,2,4,4,4,4,1,2,2,2,5,4,3,1,2,3,2,3,1,4,4,3,2,4,2,2,1,3,1,1,2,3,2,2,3,1,3,2,4,4,4,3,3,3,3,4,5,1,1,3,1,4,1,4,4,3,2,3,3,1,2,3,2,3
